Name,latitude,longitude,Type,Price,Reviews,city,Popularity
Modern  Queen Bed business-gamer getaway-Polaris,40.13451,-82.99333,Entire Home,105,31,Columbus,High
Schumacher Place/German Village TownHome,39.94905,-82.98598,Entire Home,65,14,Columbus,Average
The Rock House,39.98453,-82.93549,Entire Home,119,30,Columbus,High
The Easton Hideaway,40.06733,-82.9461,Entire Home,150,37,Columbus,High
Short North Hidden Gem,39.98832,-83.00027,Entire Home,66,88,Columbus,Extremely Popular
"Our Clintonville home, private BR and bath",40.0352,-83.02346,Private Room,55,113,Columbus,Extremely Popular
Charming Clintonville Cottage,40.02727,-83.01846,Private Room,75,55,Columbus,High
Clintonville Apartment! Close Downtown & OSU!,40.01657,-83.00129,Entire Home,80,57,Columbus,Extremely Popular
▷NEW HOME 1◁ North OSU/Greater Columbus/Downtown,40.01266,-83.00053,Entire Home,375,0,Columbus,New Listing
BRAND NEW LUXE 4BR W/ OUTDOOR LIVING!,39.98178,-83.01514,Entire Home,400,39,Columbus,High
Historic 1900s Home/Private Room.,39.98856,-82.94331,Private Room,200,0,Columbus,New Listing
Marvelous One-Bedroom at 80 on the Commons,39.95925,-82.99874,Entire Home,999,8,Columbus,Average
Stylish 3 Bedroom Home Minutes From High Street,39.99067,-83.00848,Entire Home,151,1,Columbus,Low
Unique Spacious German Village Gem,39.94565,-82.98558,Entire Home,400,129,Columbus,Extremely Popular
Ideal One Bed at 223 E Town,39.95853,-82.99413,Entire Home,999,5,Columbus,Average
L21 The Indigo at LuxBox Lofts ★ Private Room,39.94369,-82.96719,Private Room,59,119,Columbus,Extremely Popular
Short North / Victorian Village apartment,39.98271,-83.01474,Entire Home,85,72,Columbus,Extremely Popular
RUMBA MUMBA OSU QUEEN BED- Private Room,40.01318,-83.00164,Private Room,21,4,Columbus,Low
□CHELSEA Room□ Close to  MAPFRE/ OSU/DOWNTOWN,40.01162,-83.00232,Private Room,32,0,Columbus,New Listing
Housepitality ~ The Maynard Manor,40.0111,-83.00286,Entire Home,91,60,Columbus,Extremely Popular
Extra Clean Comfortable Close OSU Dwtn Hospital,40.02759,-83.02231,Entire Home,89,7,Columbus,Average
"ENTIRE Penthouse near Downtown, OSU& Short North",39.96764,-82.97593,Entire Home,199,0,Columbus,New Listing
Huge Newly Renovated Loft,39.96811,-82.97643,Entire Home,114,0,Columbus,New Listing
Cozy Blue Cottage + Loft,39.95216,-82.98605,Entire Home,120,40,Columbus,High
Housepitality ~ The Lilley Pad (Near Downtown!),39.95746,-82.95835,Entire Home,53,20,Columbus,High
￭BRIANNA Room￭ Near MAPFRE/NORTH OSU/DOWNTOWN,40.01213,-83.00214,Private Room,32,5,Columbus,Average
Cozy Studio Heart of CBUS- Walk to Ohio State!,39.9986,-83.005,Entire Home,50,8,Columbus,Average
Lovely South Columbus/Casino Minutes Away,39.86644,-82.99125,Private Room,275,0,Columbus,New Listing
The Varsity Club House,40.00693,-83.01402,Entire Home,198,0,Columbus,New Listing
"The Short North Modern Home, Downtown",39.98373,-83.01064,Entire Home,350,22,Columbus,High
♥ Stylish Private Room ♥ Close to Columbus Airport,39.96488,-82.91466,Private Room,40,64,Columbus,Extremely Popular
Completely Updated Huge 4BR/2BA Townhouse,39.96316,-82.95347,Entire Home,10000,48,Columbus,High
▶LILY Room◀ North OSU/Greater Columbus/Downtown,40.01087,-83.00249,Private Room,32,7,Columbus,Average
Modern. Spacious. Great Amenities.,39.98692,-83.0316,Entire Home,88,0,Columbus,New Listing
Gray Room - Olde Towne/Franklin Park-Historic Home,39.96031,-82.95052,Private Room,50,74,Columbus,Extremely Popular
Short North Carriage House,39.98474,-83.00262,Entire Home,85,468,Columbus,Extremely Popular
Newly Renovated (6A) OSU/ExpoCenter❤NearEVERYTHING,39.99498,-82.99766,Entire Home,70,31,Columbus,High
1 Single Bed in a Shared Coed Dorm at the Hostel,40.01259,-83.00164,Shared Room,32,43,Columbus,High
4th Street Apartments 7,40.00954,-82.9981,Entire Home,85,42,Columbus,High
Quiet room in Short North/OSU area,39.98935,-83.01155,Private Room,48,23,Columbus,High
University District Apartment,40.00986,-82.99742,Entire Home,80,39,Columbus,High
Housepitality ~ The Beautiful Bungalow (Flexible),40.02059,-82.99347,Entire Home,99,164,Columbus,Extremely Popular
L31 The Blueberry at LuxBox Lofts ★ Private Room,39.94475,-82.97673,Private Room,79,26,Columbus,High
"The Columbus Hangout Home, Minutes from Campus",40.06758,-83.01917,Entire Home,55,0,Columbus,New Listing
Short North Apartment just steps from ~EVERYTHING!,39.98684,-83.0078,Entire Home,87,112,Columbus,Extremely Popular
Spacious Sunny Room - Great Location,39.99064,-83.00104,Private Room,60,11,Columbus,Average
Short North 4BR 2 Bath FREE PARKING + WiFi,39.98072,-83.01231,Entire Home,199,99,Columbus,Extremely Popular
Entire Apartment OSU/Short North,39.99305,-82.99577,Entire Home,55,8,Columbus,Average
Modern & Comfortable Home Near Downtown Columbus,39.95283,-83.02772,Entire Home,120,14,Columbus,Average
Riverside/OSU Hospitals/Private Deck/Yard /Pets OK,40.04,-83.03186,Entire Home,96,179,Columbus,Extremely Popular
Hip & clean 2BD 1BA Home in Cole Neighborhood!,39.76806,-104.96696,Entire Home,147,52,Denver,High
❤️420 Friendly Full Floor Cozy Retreat by DIA❤️,39.77038,-104.75469,Entire Home,85,83,Denver,Extremely Popular
Upscale Home in Trendy City Park (Great Location!),39.74919,-104.96507,Entire Home,221,63,Denver,Extremely Popular
Stylish & Functional! Close to DU/Porter Hospital!,39.67803,-104.98144,Entire Home,75,1,Denver,Low
Ice House Lofts 5th Floor Unit,39.75388,-104.99884,Entire Home,195,0,Denver,New Listing
Historic Capitol Hill Mansion,39.7353,-104.98083,Private Room,96,152,Denver,Extremely Popular
Carriage House Close to Downtown Denver,39.73198,-105.00076,Entire Home,108,73,Denver,Extremely Popular
"Historic charm, views and close to everything",39.74929,-105.01969,Entire Home,209,49,Denver,High
Great Cheeseman Park Full Studio Apartment,39.73559,-104.96109,Entire Home,94,13,Denver,Average
LoHi Getaway,39.76192,-105.01684,Entire Home,75,80,Denver,Extremely Popular
"Lux420, Rftop deck, Ht tub, Elvtr in ❤️ of Denver",39.75292,-104.98631,Entire Home,400,0,Denver,New Listing
Serene 2BR House in Heart of Denver. 30+ days only,39.75361,-105.02094,Entire Home,73,280,Denver,Extremely Popular
Cozy studio apartment in the heart of LoHi!,39.75896,-105.00784,Entire Home,100,2,Denver,Low
NEW! Unit in Historic Mansion.  Location! Views!,39.72727,-104.97869,Entire Home,179,10,Denver,Average
Cozy & Elegant Art District Remodel -Downtown Area,39.72886,-104.99654,Entire Home,89,189,Denver,Extremely Popular
Historic French Industrial Highlands Home,39.76795,-105.01745,Entire Home,120,95,Denver,Extremely Popular
Better than a Hotel! BRAND NEW,39.75481,-104.98208,Entire Home,95,105,Denver,Extremely Popular
Located Centrally in Denver Metro area,39.71961,-105.01975,Private Room,27,5,Denver,Average
Beautiful Wash Park Home 3 Bedroom,39.69973,-104.98158,Entire Home,220,7,Denver,Average
Andrew's Arts and Sports House,39.76843,-104.92549,Private Room,30,198,Denver,Extremely Popular
Modern LoHi Apartment with a View of Downtown,39.75662,-105.01392,Entire Home,103,0,Denver,New Listing
Modern Home in Lower Highlands (Lohi) / Downtown!,39.76626,-105.00299,Entire Home,499,125,Denver,Extremely Popular
"WASHINGTON PARK WEST, Old West Charm & Antiques.",39.69804,-104.97694,Entire Home,89,201,Denver,Extremely Popular
Craftman Bungalow/Studio Room,39.77504,-105.02622,Private Room,99,17,Denver,High
Zen Get Away,39.72289,-104.90709,Private Room,69,47,Denver,High
30 Day+ Rental for Traveling Professionals,39.75441,-104.98962,Entire Home,119,73,Denver,Extremely Popular
"LoDo Walk Everywhere - Big 3Bedrm Condo, Spa Oasis",39.74993,-104.99524,Entire Home,400,3,Denver,Low
Cherished Two Bedroom at Dylan,39.76825,-104.98233,Entire Home,999,0,Denver,New Listing
Lovely Stay Alfred Loft at The Ballpark,39.75624,-104.99093,Entire Home,1004,7,Denver,Average
West Highlands Brick Bungalow,39.76796,-105.0357,Entire Home,100,63,Denver,Extremely Popular
Free Breakfast Buffet & Pool Access. Near University of Colorado Hospital.,39.78523,-104.89539,Entire Home,307,0,Denver,New Listing
Warm & Inviting Studio Apt in the Heart of Denver,39.7545,-105.00059,Entire Home,175,0,Denver,New Listing
Unique cottage in great Denver location!,39.72153,-104.9804,Entire Home,101,21,Denver,High
Captivating Cowgirl | Beer + Wine | Sleeps 4,39.75607,-104.98443,Hotel Room,95,78,Denver,Extremely Popular
Denver Airport/Downtown(Love is powerful),39.77538,-104.76725,Private Room,33,9,Denver,Average
Denver Townhouse in Uptown,39.74523,-104.97756,Entire Home,257,35,Denver,High
Red Room for 2 in large 420 friendly home,39.78807,-105.04357,Private Room,25,112,Denver,Extremely Popular
★★★★★ Sun Filled flat w/ large living room.,39.72595,-104.95548,Entire Home,89,2,Denver,Low
Completely Private Spacious Studio on Bear Creek!,39.65697,-105.06602,Entire Home,70,255,Denver,Extremely Popular
Private outdoor space w/city view! Brooks Tower 6F,39.74562,-104.99758,Entire Home,69,6,Denver,Average
Remodeled Victorian Condo!,39.74496,-104.96925,Entire Home,150,3,Denver,Low
Higher-End Town-Home (Denver (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb),39.67635,-104.92084,Entire Home,145,52,Denver,High
Comfy Queen | Pet & 420 Friendly  | Near Airport,39.77885,-104.76955,Private Room,40,10,Denver,Average
Modern Basement Apartment w/ Courtyard & Bicycles.,39.74606,-104.92298,Entire Home,95,104,Denver,Extremely Popular
Private basement in cozy modern home near DTC,39.63789,-104.88732,Private Room,45,23,Denver,High
"Beautiful, unique 3 bedroom, 3.5 bath home located in highly desirable LoHi",39.75848,-105.01377,Entire Home,299,0,Denver,New Listing
SUNNYSIDE/HIGHLANDS - WALKABLE TO EVERYTHING!,39.77883,-105.01551,Entire Home,150,0,Denver,New Listing
Upscale Townhouse in Downtown Denver,39.76994,-105.02423,Entire Home,95,0,Denver,New Listing
Condo in Denver,39.73377,-104.93877,Entire Home,65,1,Denver,Low
Cool flat in the DU neighborhood!,39.67738,-104.96576,Shared Room,60,0,Denver,New Listing
Queen Bedroom Suite with Amazing Rooftop Patio,39.75271,-105.02824,Private Room,100,19,Denver,High
"Top Condo in Stapleton! Near Stock Show, A Line!",39.75586,-104.89547,Entire Home,135,22,Denver,High
"Charming Harvard Gulch Park Home, park steps away!",39.67341,-104.9761,Entire Home,120,34,Denver,High
City Park top floor end unit Apartment,39.74534,-104.96154,Entire Home,61,6,Denver,Average
Cozy Athmar Room A,39.70081,-105.01366,Private Room,25,4,Denver,Low
"Cool, Grand Private Room in ~420 Friendly~ Home",39.66411,-104.98216,Private Room,55,0,Denver,New Listing
Spacious renovated Condo in the heart of Denver,39.73302,-104.99606,Entire Home,120,16,Denver,Average
Luxurious Alexandrina Studio Suite with Kitchen 2 Queen Beds,39.74007,-104.966,Entire Home,55,1,Denver,Low
Cozy and 5 Blocks to Everything,39.73244,-105.00106,Private Room,40,70,Denver,Extremely Popular
Peaceful Urban Escape in Trendy Capitol Hill,39.72828,-104.98178,Entire Home,110,24,Denver,High
"Large, Beautiful Historic Home",39.73086,-104.98639,Entire Home,800,73,Denver,Extremely Popular
Charming Capitol Hill Condo with large patio.,39.73226,-104.98088,Entire Home,79,5,Denver,Average
Grand 1920's Mediterranean Home,39.73819,-104.9111,Private Room,35,0,Denver,New Listing
Comfy dorm room in highlands bed D,39.76766,-105.05249,Shared Room,18,164,Denver,Extremely Popular
LoHi loft apartment furnished: (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb),39.75994,-105.01119,Entire Home,200,329,Denver,Extremely Popular
Cap. Hill ~ Awesome Central Denver Location!,39.73068,-104.98416,Entire Home,71,68,Denver,Extremely Popular
Denver Room in  Ruby Hill,39.69159,-105.0108,Private Room,40,123,Denver,Extremely Popular
RENOVATED PRIVATE ENTRANCE MASTER GUEST SUITE,39.76274,-104.92566,Private Room,45,54,Denver,High
Professionally Sterilized Arts District Casa,39.7328,-105.00351,Entire Home,495,38,Denver,High
Cozy Plant-filled Cap Hill Treasure sleeps 4!,39.74229,-104.98361,Entire Home,107,6,Denver,Average
DENVER SUITE WITH A MOUNTAIN VIEW CENTRAL LOCATION,39.74646,-104.99688,Entire Home,95,11,Denver,Average
Modern LoHi Townhouse w/Rooftop Deck & DnTown View,39.76449,-105.00422,Entire Home,398,0,Denver,New Listing
5 Story Townhouse w/ Best View & Traeger Grill!,39.74817,-105.0199,Entire Home,246,6,Denver,Average
Upscale & Polished 1BR Apt in Downtown Denver,39.75517,-105.00192,Entire Home,195,0,Denver,New Listing
Cute little 600 sq apartment. Awesome location!,39.69809,-104.9037,Entire Home,60,13,Denver,Average
Executive Lowry Townhouse,39.70393,-104.88507,Entire Home,90,1,Denver,Low
Spacious Stapleton Townhome,39.75851,-104.89082,Entire Home,180,9,Denver,Average
Artist's Home in Denver's Heart,39.76005,-104.96651,Entire Home,125,14,Denver,Average
Cozy King Bedroom with Casper mattress,39.75949,-104.95888,Private Room,40,40,Denver,High
Colorful & Carefree: Your Home Away from Home,39.76527,-104.93518,Entire Home,143,16,Denver,Average
Spacious private bed & bath near RiNo & Downtown,39.76077,-104.96895,Private Room,51,205,Denver,Extremely Popular
Sonder | Osage | Premier 2BR,39.76315,-105.00612,Entire Home,164,0,Denver,New Listing
"Large House by DIA, UCHealth, Light Rail to Denver",39.7861,-104.83664,Entire Home,125,3,Denver,Low
Denver Apartment,39.74648,-104.96091,Entire Home,100,0,Denver,New Listing
Bedroom avail in amazing downtown Denver home!!1,39.7312,-104.99876,Private Room,50,125,Denver,Extremely Popular
Comfy condo in perfect Denver location,39.73336,-104.93977,Entire Home,78,12,Denver,Average
Great Home near Cherry Creek,39.70113,-104.9214,Entire Home,299,5,Denver,Average
Luxury in Amazing Historic District near Cap Hill,39.72111,-104.97806,Entire Home,395,36,Denver,High
Elegant & Chic 1BR Apt w/Balcony in Union Station,39.75398,-105.00174,Entire Home,195,30,Denver,High
"Retreat in the City, Sleeps 5, Direct Mnt Access",39.75774,-105.01254,Entire Home,200,2,Denver,Low
Monthly Uptown/Cap Hill Furnished Studio-Suite,39.73929,-104.96588,Entire Home,50,2,Denver,Low
Relax and Unwind in our Comfy Guest Suite!,39.73601,-104.8956,Entire Home,65,57,Denver,Extremely Popular
Modern Farmhouse 30day+ Close to Dwtn,39.7468,-105.02963,Entire Home,100,2,Denver,Low
The b+b in the heart of Denver - Guest Room w/ bth,39.74912,-104.97205,Private Room,49,110,Denver,Extremely Popular
Clean Private Room Very Close to Airport,39.81246,-104.7607,Private Room,40,1,Denver,Low
Centrally Located - Next to Broncos Stadium!,39.74824,-105.02374,Entire Home,115,45,Denver,High
Cozy  Private Room in  Cherry Creek!,39.7003,-104.9312,Private Room,48,6,Denver,Average
Entire apartment for you | 2BR in Denver,39.75701,-105.0178,Entire Home,79,0,Denver,New Listing
"Modern, big bedrm in 2 bd Super Walkable City Loft",39.75602,-104.99177,Private Room,65,0,Denver,New Listing
Park Hill Pad-5 min to Zoo! Family & Dog friendly!,39.75721,-104.91909,Entire Home,110,65,Denver,Extremely Popular
Luxury Apartment Steps From Food & Entertainment,39.78692,-104.88991,Entire Home,91,37,Denver,High
ONE BLOCK from CITY PARK | Sleeps 9,39.75183,-104.96182,Entire Home,155,168,Denver,Extremely Popular
Bunk At Rocky Mountain Travel Hub,39.67327,-104.87281,Shared Room,23,7,Denver,Average
Bring the Whole Gang!  Unbeatable Location! 420,39.76919,-105.02003,Entire Home,550,62,Denver,Extremely Popular
Spacious one bedroom.,39.68713,-104.9385,Entire Home,78,5,Denver,Average
Cozy home in a Central location near everything!,39.7209,-104.98553,Entire Home,77,20,Denver,High
★★★★★  LoDo & Convention Center Digs; LARGE LOFT!,39.74633,-104.99122,Entire Home,175,15,Denver,Average
Well Located Condo - Month to Month Rental,39.64027,-104.89822,Entire Home,60,0,Denver,New Listing
Gorgeous Condo in Heart of Five Points,39.74966,-104.9829,Entire Home,117,14,Denver,Average
Denver/DTC Executive Corp Long/Short Term Stay (2),39.63628,-104.90148,Entire Home,70,4,Denver,Low
Historic Charm w/ Modern Luxury Renovations,39.78716,-105.03905,Entire Home,200,5,Denver,Average
Sit Fireside in a Hip Guesthouse with a Balcony,39.6691,-104.98588,Entire Home,135,106,Denver,Extremely Popular
2BR With Kitchen Just Minutes from Downtown!,39.77825,-105.01772,Entire Home,110,32,Denver,High
Bohemian Vintage Relaxation Near Red Rocks,39.62873,-105.09303,Private Room,70,0,Denver,New Listing
Centrally located Private Suite Denver,39.72862,-104.90379,Entire Home,60,36,Denver,High
Downtown Denver Delightful 2BR Apartment,39.74375,-104.99381,Entire Home,490,0,Denver,New Listing
"Private Studio, Sit/Stand Desk, Free 1GB/sec WiFi!",39.71078,-104.98044,Entire Home,66,62,Denver,Extremely Popular
Central Denver Oasis with HOT TUB !!!,39.74095,-104.97167,Entire Home,149,304,Denver,Extremely Popular
Apartment In Capital Hill!!!,39.7284,-104.97078,Entire Home,100,0,Denver,New Listing
"Modern, Stylish Home Near RiNo w/ Hot Tub!",39.75607,-104.97314,Entire Home,176,67,Denver,Extremely Popular
Private Bedroom at Denver Modern Townhouse,39.75249,-105.02391,Private Room,40,0,Denver,New Listing
Denver Gem! Walk to So. Broadway + Hospital,39.71757,-104.98999,Entire Home,87,114,Denver,Extremely Popular
"Awesome 2BR House at Park Hill, Denver Colorado.",39.74954,-104.90398,Entire Home,100,85,Denver,Extremely Popular
Stylish Wash Park Condo,39.67651,-104.95856,Entire Home,189,13,Denver,Average
Now Booking 5-Star 2BR TH - Private Roof Hot Tub,39.74819,-104.97372,Entire Home,249,40,Denver,High
Beautiful *Unfurnished* 2BR Condo in Wash Park!!,39.71503,-104.98319,Entire Home,158,0,Denver,New Listing
Comfy Dorm Bed in Highlands House (Bed B),39.76772,-105.05284,Shared Room,18,121,Denver,Extremely Popular
Sunnyside Historic Grocer and Provisions,39.77483,-105.01853,Entire Home,74,35,Denver,High
Colorado Cannabis Experience 420 Inside Friendly!,39.74281,-105.0531,Entire Home,150,11,Denver,Average
A home you will love | 1BR in Denver,39.75386,-104.99014,Entire Home,90,0,Denver,New Listing
"Sunny urban 1BR condo, amazing location & views!",39.73752,-104.99651,Entire Home,70,109,Denver,Extremely Popular
Can’t Find Better Than This Location in LoDo,39.75507,-105.00272,Entire Home,260,4,Denver,Low
Centrally Located Denver 2/1,39.77348,-105.04829,Entire Home,61,0,Denver,New Listing
"Cute, Cozy 2 bed, Bungalow in Denver Highlands",39.76386,-105.03407,Entire Home,120,11,Denver,Average
"Denver Delight, Newly Decorated Apt!",39.75042,-104.97805,Entire Home,107,11,Denver,Average
